feature	diet_dairy	diet_meat	time_baseline	time_endpoint	n_embeddings	max_hits
K14742	6	1	0	7	7	7
K14744	3	4	7	0	7	7
K14762	2	5	7	0	7	7
K15023	4	3	0	7	7	7
K15034	3	4	7	0	7	7
K15125	3	4	7	0	7	7
K15268	1	6	7	0	7	7
K15396	2	5	7	0	7	7
K15534	4	3	0	7	7	7
K15539	1	6	7	0	7	7
K15540	2	5	7	0	7	7
K15545	1	6	7	0	7	7
K13874	2	5	7	0	7	7
K13853	3	4	0	7	7	7
K13795	1	6	7	0	7	7
K13052	4	3	0	7	7	7
K12660	2	5	7	0	7	7
K12661	0	7	7	0	7	7
K12941	3	4	0	7	7	7
K12945	3	4	7	0	7	7
K12952	1	6	7	0	7	7
K12962	2	5	7	0	7	7
K12985	1	6	7	0	7	7
K12995	2	5	7	0	7	7
K12999	3	4	0	7	7	7
K13014	2	5	7	0	7	7
K13063	4	3	7	0	7	7
K13787	0	7	5	2	7	7
K13243	3	4	7	0	7	7
K13408	0	7	7	0	7	7
K13498	0	7	4	3	7	7
K13525	0	7	7	0	7	7
K13574	0	7	7	0	7	7
K13634	1	6	7	0	7	7
K13637	4	3	7	0	7	7
K13643	3	4	7	0	7	7
K13684	2	5	7	0	7	7
K13745	2	5	7	0	7	7
K15547	0	7	5	2	7	7
K15550	0	7	5	2	7	7
K15581	0	7	3	4	7	7
K18673	0	7	5	2	7	7
K16784	0	7	6	1	7	7
K16927	3	4	0	7	7	7
K16959	0	7	6	1	7	7
K17214	0	7	4	3	7	7
K17235	5	2	0	7	7	7
K17242	3	4	0	7	7	7
K17463	4	3	7	0	7	7
K17686	0	7	3	4	7	7
K18446	3	4	7	0	7	7
K18478	2	5	7	0	7	7
K18778	0	7	5	2	7	7
K16698	4	3	0	7	7	7
K18899	2	5	7	0	7	7
K18907	0	7	5	2	7	7
K19158	2	5	7	0	7	7
K19164	0	7	4	3	7	7
K19168	2	5	7	0	7	7
K19221	2	5	7	0	7	7
K19227	0	7	5	2	7	7
K19228	2	5	7	0	7	7
K19236	2	5	7	0	7	7
K19337	2	5	7	0	7	7
K16783	0	7	5	2	7	7
K16326	2	5	7	0	7	7
K15586	2	5	7	0	7	7
K16089	4	3	7	0	7	7
K15600	0	7	2	5	7	7
K15711	0	7	5	2	7	7
K15721	0	7	6	1	7	7
K15832	2	5	7	0	7	7
K15975	4	3	7	0	7	7
K15986	4	3	0	7	7	7
K16052	1	6	7	0	7	7
K16053	7	0	4	3	7	7
K16074	0	7	7	0	7	7
K16076	0	7	5	2	7	7
K16091	4	3	7	0	7	7
K16324	0	7	6	1	7	7
K16137	0	7	5	2	7	7
K16139	0	7	7	0	7	7
K16147	0	7	4	3	7	7
K16209	0	7	3	4	7	7
K16210	0	7	4	3	7	7
K16264	0	7	7	0	7	7
K16291	1	6	7	0	7	7
K16301	0	7	7	0	7	7
K16321	4	3	7	0	7	7
K16322	0	7	6	1	7	7
K12574	3	4	0	7	7	7
K12519	1	6	7	0	7	7
K19421	3	4	0	7	7	7
K12370	2	5	7	0	7	7
K08475	3	4	7	0	7	7
K08483	3	4	0	7	7	7
K08484	2	5	7	0	7	7
K08600	4	3	0	7	7	7
K08659	0	7	4	3	7	7
K08723	3	4	7	0	7	7
K08884	3	4	0	7	7	7
K09009	0	7	6	1	7	7
K09016	4	3	7	0	7	7
K09018	0	7	7	0	7	7
K09117	7	0	3	4	7	7
K09118	0	7	6	1	7	7
K09161	0	7	7	0	7	7
K09181	6	1	7	0	7	7
K09456	1	6	7	0	7	7
K09477	0	7	5	2	7	7
K09688	1	6	7	0	7	7
K09692	0	7	3	4	7	7
K09766	3	4	0	7	7	7
K09781	0	7	6	1	7	7
K09787	4	3	0	7	7	7
K09793	7	0	5	2	7	7
K09798	0	7	7	0	7	7
K08372	0	7	4	3	7	7
K08326	2	5	7	0	7	7
K08316	0	7	5	2	7	7
K07813	4	3	0	7	7	7
K07686	0	7	7	0	7	7
K07690	2	5	7	0	7	7
K07700	2	5	7	0	7	7
K07710	4	3	7	0	7	7
K07715	2	5	7	0	7	7
K07738	0	7	5	2	7	7
K07751	1	6	7	0	7	7
K07781	3	4	7	0	7	7
K07782	2	5	7	0	7	7
K07811	1	6	7	0	7	7
K07821	0	7	6	1	7	7
K08304	0	7	6	1	7	7
K08094	0	7	5	2	7	7
K08154	3	4	7	0	7	7
K08163	2	5	7	0	7	7
K08167	2	5	7	0	7	7
K08177	0	7	6	1	7	7
K08225	3	4	7	0	7	7
K08279	1	6	7	0	7	7
K08296	0	7	5	2	7	7
K08297	3	4	7	0	7	7
K08300	0	7	4	3	7	7
K09803	0	7	5	2	7	7
K09807	2	5	7	0	7	7
K09824	3	4	7	0	7	7
K11749	7	0	3	4	7	7
K11075	3	4	7	0	7	7
K11183	2	5	7	0	7	7
K11201	0	7	7	0	7	7
K11203	3	4	7	0	7	7
K11250	2	5	7	0	7	7
K11263	0	7	3	4	7	7
K11472	2	5	7	0	7	7
K11517	4	3	0	7	7	7
K11533	0	7	6	1	7	7
K11732	4	3	7	0	7	7
K11905	4	3	7	0	7	7
K10939	2	5	7	0	7	7
K11930	1	6	7	0	7	7
K11963	0	7	6	1	7	7
K12058	0	7	5	2	7	7
K12059	0	7	4	3	7	7
K12112	0	7	5	2	7	7
K12132	0	7	3	4	7	7
K12267	0	7	5	2	7	7
K12288	1	6	7	0	7	7
K12289	2	5	7	0	7	7
K12368	2	5	7	0	7	7
K11050	3	4	0	7	7	7
K10914	0	7	7	0	7	7
K09857	2	5	7	0	7	7
K10111	1	6	7	0	7	7
K09889	3	4	7	0	7	7
K09897	1	6	7	0	7	7
K09914	2	5	7	0	7	7
K09972	2	5	7	0	7	7
K09974	2	5	7	0	7	7
K10007	0	7	5	2	7	7
K10015	1	6	7	0	7	7
K10036	1	6	7	0	7	7
K10041	5	2	0	7	7	7
K10108	3	4	7	0	7	7
K10118	0	7	3	4	7	7
K10800	4	3	7	0	7	7
K10125	0	7	6	1	7	7
K10189	4	3	0	7	7	7
K10202	3	4	0	7	7	7
K10231	0	7	1	6	7	7
K10537	1	6	7	0	7	7
K10544	0	7	5	2	7	7
K10560	2	5	7	0	7	7
K10710	4	3	0	7	7	7
K10794	3	4	0	7	7	7
K10795	3	4	0	7	7	7
K19353	1	6	7	0	7	7
K19585	0	7	6	1	7	7
PF02537	0	7	7	0	7	7
PF00456	1	6	7	0	7	7
PF00986	0	7	3	4	7	7
PF01016	0	7	4	3	7	7
PF01027	0	7	5	2	7	7
PF01040	0	7	4	3	7	7
PF01042	1	6	7	0	7	7
PF01078	0	7	4	3	7	7
PF01132	0	7	4	3	7	7
PF01161	1	6	7	0	7	7
PF01168	0	7	5	2	7	7
PF01197	0	7	5	2	7	7
PF01227	1	6	7	0	7	7
PF01229	4	3	0	7	7	7
PF01255	0	7	5	2	7	7
PF01293	4	3	0	7	7	7
PF01295	2	5	7	0	7	7
PF01300	0	7	5	2	7	7
PF01306	0	7	4	3	7	7
PF01381	2	5	0	7	7	7
PF01409	0	7	4	3	7	7
PF01424	0	7	2	5	7	7
PF01435	0	7	6	1	7	7
PF01450	0	7	4	3	7	7
PF01451	0	7	3	4	7	7
PF00893	3	4	7	0	7	7
PF00892	0	7	3	4	7	7
PF00860	0	7	4	3	7	7
PF00591	0	7	4	3	7	7
PF00478	0	7	4	3	7	7
PF00482	0	7	3	4	7	7
PF00496	0	7	4	3	7	7
PF00501	0	7	5	2	7	7
PF00528	2	5	7	0	7	7
PF00529	3	4	7	0	7	7
PF00532	0	7	6	1	7	7
PF00549	0	7	6	1	7	7
PF00565	3	4	7	0	7	7
PF00590	3	4	0	7	7	7
PF00636	0	7	4	3	7	7
PF00842	2	5	7	0	7	7
PF00673	0	7	4	3	7	7
PF00676	5	2	7	0	7	7
PF00679	3	4	0	7	7	7
PF00684	0	7	3	4	7	7
PF00696	1	6	0	7	7	7
PF00800	0	7	6	1	7	7
PF00814	0	7	3	4	7	7
PF00825	0	7	4	3	7	7
PF00830	0	7	6	1	7	7
PF00831	0	7	5	2	7	7
PF01475	3	4	0	7	7	7
PF01502	0	7	5	2	7	7
PF01545	0	7	6	1	7	7
PF02233	0	7	5	2	7	7
PF01992	4	3	0	7	7	7
PF02021	0	7	5	2	7	7
PF02028	1	6	7	0	7	7
PF02036	2	5	7	0	7	7
PF02075	0	7	4	3	7	7
PF02110	0	7	4	3	7	7
PF02130	2	5	7	0	7	7
PF02132	0	7	4	3	7	7
PF02152	0	7	6	1	7	7
PF02153	0	7	3	4	7	7
PF02264	2	5	7	0	7	7
PF01925	0	7	4	3	7	7
PF02272	3	4	0	7	7	7
PF02275	3	4	0	7	7	7
PF02277	2	5	0	7	7	7
PF02368	4	3	0	7	7	7
PF02378	3	4	7	0	7	7
PF02387	2	5	7	0	7	7
PF02390	0	7	4	3	7	7
PF02401	2	5	7	0	7	7
PF02447	3	4	7	0	7	7
PF02511	5	2	0	7	7	7
PF01985	0	7	6	1	7	7
PF01867	0	7	6	1	7	7
PF01565	3	4	7	0	7	7
PF01717	0	7	4	3	7	7
PF01593	0	7	4	3	7	7
PF01612	2	5	7	0	7	7
PF01625	3	4	7	0	7	7
PF01645	0	7	3	4	7	7
PF01648	0	7	5	2	7	7
PF01653	0	7	4	3	7	7
PF01678	3	4	0	7	7	7
PF01687	0	7	3	4	7	7
PF01704	0	7	6	1	7	7
PF01713	4	3	0	7	7	7
PF01725	0	7	3	4	7	7
PF01841	0	7	4	3	7	7
PF01743	0	7	4	3	7	7
PF01746	0	7	2	5	7	7
PF01758	0	7	2	5	7	7
PF01765	0	7	6	1	7	7
PF01774	1	6	0	7	7	7
PF01795	0	7	6	1	7	7
PF01797	4	3	0	7	7	7
PF01815	2	5	7	0	7	7
PF01817	0	7	2	5	7	7
PF01820	0	7	4	3	7	7
PF00471	0	7	2	5	7	7
PF00440	0	7	6	1	7	7
K19697	4	3	7	0	7	7
PF00389	1	6	7	0	7	7
K22226	5	2	7	0	7	7
K22270	1	6	7	0	7	7
K22397	0	7	3	4	7	7
K00209	5	2	0	7	7	7
K01841	4	3	0	7	7	7
K05795	4	3	0	7	7	7
K05836	2	5	7	0	7	7
K06310	3	4	0	7	7	7
K06903	1	6	7	0	7	7
K07168	3	4	7	0	7	7
K07450	0	7	3	4	7	7
K07469	4	3	0	7	7	7
K09123	4	3	0	7	7	7
K09770	3	4	0	7	7	7
K09797	7	0	4	3	7	7
K12997	3	4	0	7	7	7
K14057	3	4	7	0	7	7
K15894	5	2	0	7	7	7
K19075	4	3	0	7	7	7
K19090	5	2	0	7	7	7
K19139	4	3	0	7	7	7
K19140	3	4	0	7	7	7
K19180	2	5	0	7	7	7
K22130	4	3	7	0	7	7
K22014	1	6	7	0	7	7
K22010	0	7	2	5	7	7
K21021	3	4	7	0	7	7
K19775	2	5	7	0	7	7
K19810	0	7	6	1	7	7
K20118	3	4	0	7	7	7
K20263	1	6	7	0	7	7
K20459	2	5	0	7	7	7
K20487	1	6	0	7	7	7
K20488	1	6	0	7	7	7
K20492	2	5	0	7	7	7
K20881	2	5	7	0	7	7
K21012	0	7	3	4	7	7
K21085	2	5	7	0	7	7
K21973	2	5	7	0	7	7
K21089	1	6	7	0	7	7
K21470	2	5	7	0	7	7
K21600	0	7	3	4	7	7
K21602	2	5	7	0	7	7
K21636	2	5	0	7	7	7
K21695	0	7	7	0	7	7
K21742	2	5	7	0	7	7
K21903	2	5	0	7	7	7
K21905	3	4	7	0	7	7
K21965	4	3	7	0	7	7
K19431	3	4	0	7	7	7
K21030	4	3	0	7	7	7
K21350	2	5	0	7	7	7
PF00230	0	7	4	3	7	7
PF00107	1	6	7	0	7	7
PF00117	0	7	4	3	7	7
PF00154	3	4	7	0	7	7
PF00171	0	7	6	1	7	7
PF00177	0	7	3	4	7	7
PF00182	1	6	7	0	7	7
PF00186	0	7	6	1	7	7
PF00204	1	6	7	0	7	7
PF00205	0	7	3	4	7	7
PF00213	0	7	2	5	7	7
PF00239	3	4	0	7	7	7
PF00078	6	1	0	7	7	7
PF00248	0	7	5	2	7	7
PF00276	0	7	5	2	7	7
PF00294	0	7	5	2	7	7
PF00296	0	7	5	2	7	7
PF00324	0	7	6	1	7	7
PF00331	5	2	0	7	7	7
PF00338	0	7	5	2	7	7
PF00347	0	7	2	5	7	7
PF00358	0	7	3	4	7	7
PF00384	0	7	4	3	7	7
PF00079	0	7	3	4	7	7
PF00072	4	3	0	7	7	7
K22103	3	4	0	7	7	7
K12138	3	4	0	7	7	7
K22227	5	2	0	7	7	7
K00972	4	3	0	7	7	7
K03388	5	2	0	7	7	7
K03389	4	3	0	7	7	7
K05711	4	3	7	0	7	7
K05967	5	2	0	7	7	7
K06331	3	4	0	7	7	7
K09469	5	2	0	7	7	7
K09939	7	0	3	4	7	7
K11332	3	4	0	7	7	7
K15835	1	6	7	0	7	7
PF00027	1	6	7	0	7	7
K16937	6	1	0	7	7	7
K18530	0	7	4	3	7	7
K19336	1	6	7	0	7	7
K21140	2	5	0	7	7	7
K03204	0	7	5	2	7	7
K12204	0	7	6	1	7	7
K12213	0	7	4	3	7	7
K15898	5	2	0	7	7	7
K01236	4	3	7	0	7	7
PF00006	4	3	0	7	7	7
ENOG4112BQQ	0	7	5	2	7	7
ENOG4112BJ0	4	3	0	7	7	7
ENOG4112AYX	7	0	4	3	7	7
P_LP.1051	2	5	7	0	7	7
P_LP.1244	4	3	7	0	7	7
P_LP.1258	4	3	7	0	7	7
P_LP.1259	1	6	7	0	7	7
P_LP.1267	4	3	7	0	7	7
P_LP.127	0	7	5	2	7	7
P_LP.1291	2	5	7	0	7	7
P_LP.1296	4	3	7	0	7	7
P_LP.1310	2	5	7	0	7	7
P_LP.1344	1	6	7	0	7	7
P_LP.1349	0	7	6	1	7	7
P_LP.1369	4	3	7	0	7	7
P_LP.1371	4	3	0	7	7	7
P_LP.1403	5	2	0	7	7	7
P_LP.1416	4	3	0	7	7	7
P_LP.146	7	0	5	2	7	7
P_LP.1460	4	3	7	0	7	7
P_LP.1464	2	5	7	0	7	7
P_LP.1473	5	2	0	7	7	7
P_LP.1476	0	7	6	1	7	7
P_LP.15	3	4	7	0	7	7
P_LP.1507	5	2	0	7	7	7
P_LP.1528	5	2	0	7	7	7
P_LP.1537	0	7	7	0	7	7
P_LP.1238	2	5	7	0	7	7
P_LP.1223	5	2	0	7	7	7
P_LP.1205	5	2	0	7	7	7
P_LP.1134	1	6	7	0	7	7
P_LP.107	5	2	7	0	7	7
P_LP.1070	4	3	0	7	7	7
P_LP.1076	1	6	7	0	7	7
P_LP.1083	4	3	0	7	7	7
P_LP.1089	2	5	7	0	7	7
P_LP.1098	5	2	0	7	7	7
P_LP.1101	4	3	0	7	7	7
P_LP.1120	1	6	7	0	7	7
P_LP.1127	2	5	7	0	7	7
P_LP.1132	2	5	7	0	7	7
P_LP.1139	0	7	5	2	7	7
P_LP.12	4	3	0	7	7	7
P_LP.114	3	4	0	7	7	7
P_LP.1144	4	3	7	0	7	7
P_LP.1156	4	3	0	7	7	7
P_LP.1160	2	5	7	0	7	7
P_LP.117	4	3	7	0	7	7
P_LP.1178	2	5	7	0	7	7
P_LP.118	0	7	5	2	7	7
P_LP.1183	2	5	7	0	7	7
P_LP.119	2	5	7	0	7	7
P_LP.1194	0	7	6	1	7	7
P_LP.154	1	6	7	0	7	7
P_LP.155	3	4	0	7	7	7
P_LP.1551	5	2	0	7	7	7
P_LP.1909	0	7	2	5	7	7
P_LP.1823	0	7	5	2	7	7
P_LP.1833	5	2	0	7	7	7
P_LP.1854	4	3	0	7	7	7
P_LP.1855	4	3	0	7	7	7
P_LP.1857	0	7	5	2	7	7
P_LP.1858	5	2	0	7	7	7
P_LP.1874	5	2	7	0	7	7
P_LP.188	3	4	7	0	7	7
P_LP.189	2	5	0	7	7	7
P_LP.1901	2	5	7	0	7	7
P_LP.191	3	4	7	0	7	7
P_LP.1777	1	6	7	0	7	7
P_LP.1932	4	3	7	0	7	7
P_LP.1934	0	7	5	2	7	7
P_LP.1971	1	6	7	0	7	7
P_LP.1981	6	1	0	7	7	7
P_LP.202	0	7	1	6	7	7
P_LP.2052	2	5	7	0	7	7
P_LP.2055	7	0	5	2	7	7
P_LP.2067	0	7	3	4	7	7
P_LP.2079	3	4	0	7	7	7
P_LP.208	1	6	7	0	7	7
P_LP.1780	1	6	7	0	7	7
P_LP.1759	2	5	0	7	7	7
P_LP.1581	7	0	0	7	7	7
P_LP.1672	5	2	7	0	7	7
P_LP.1583	4	3	0	7	7	7
P_LP.1593	3	4	7	0	7	7
P_LP.1617	2	5	7	0	7	7
P_LP.1625	1	6	7	0	7	7
P_LP.1626	5	2	7	0	7	7
P_LP.1628	4	3	7	0	7	7
P_LP.163	5	2	0	7	7	7
P_LP.1635	1	6	7	0	7	7
P_LP.1659	1	6	7	0	7	7
P_LP.1668	3	4	7	0	7	7
P_LP.168	3	4	7	0	7	7
P_LP.1746	2	5	7	0	7	7
P_LP.1693	5	2	0	7	7	7
P_LP.1697	1	6	7	0	7	7
P_LP.170	4	3	0	7	7	7
P_LP.1711	0	7	6	1	7	7
P_LP.1714	3	4	7	0	7	7
P_LP.1721	3	4	7	0	7	7
P_LP.1727	4	3	0	7	7	7
P_LP.1734	3	4	0	7	7	7
P_LP.1735	3	4	7	0	7	7
P_LP.1736	4	3	7	0	7	7
P_LP.1068	0	7	5	2	7	7
P_LP.102	7	0	1	6	7	7
P_LP.210	0	7	7	0	7	7
P_LP.1015	2	5	7	0	7	7
N_LP.421	2	5	7	0	7	7
N_LP.433	0	7	3	4	7	7
N_LP.452	4	3	7	0	7	7
N_LP.482	4	3	7	0	7	7
N_LP.487	0	7	4	3	7	7
N_LP.488	3	4	0	7	7	7
N_LP.49	4	3	7	0	7	7
N_LP.500	1	6	7	0	7	7
N_LP.544	3	4	7	0	7	7
N_LP.553	3	4	7	0	7	7
N_LP.560	0	7	6	1	7	7
N_LP.57	7	0	2	5	7	7
N_LP.570	3	4	7	0	7	7
N_LP.588	0	7	5	2	7	7
N_LP.593	2	5	7	0	7	7
N_LP.599	3	4	0	7	7	7
N_LP.606	2	5	7	0	7	7
N_LP.608	3	4	7	0	7	7
N_LP.628	5	2	0	7	7	7
N_LP.63	2	5	7	0	7	7
N_LP.630	2	5	7	0	7	7
N_LP.643	1	6	7	0	7	7
N_LP.669	2	5	7	0	7	7
N_LP.41	1	6	7	0	7	7
N_LP.380	3	4	0	7	7	7
N_LP.377	3	4	7	0	7	7
N_LP.2395	2	5	7	0	7	7
N_LP.2290	7	0	5	2	7	7
N_LP.230	2	5	7	0	7	7
N_LP.2307	3	4	0	7	7	7
N_LP.2311	6	1	7	0	7	7
N_LP.2344	0	7	5	2	7	7
N_LP.2346	0	7	6	1	7	7
N_LP.235	1	6	7	0	7	7
N_LP.2378	1	6	7	0	7	7
N_LP.2387	4	3	7	0	7	7
N_LP.2391	3	4	7	0	7	7
N_LP.242	1	6	7	0	7	7
N_LP.360	0	7	3	4	7	7
N_LP.243	0	7	4	3	7	7
N_LP.279	0	7	7	0	7	7
N_LP.287	3	4	7	0	7	7
N_LP.307	3	4	7	0	7	7
N_LP.312	3	4	7	0	7	7
N_LP.331	7	0	4	3	7	7
N_LP.334	0	7	7	0	7	7
N_LP.345	4	3	7	0	7	7
N_LP.348	7	0	2	5	7	7
N_LP.351	0	7	7	0	7	7
N_LP.671	4	3	7	0	7	7
N_LP.679	0	7	5	2	7	7
N_LP.716	3	4	0	7	7	7
N_LP.1454	3	4	0	7	7	7
N_LP.1250	2	5	7	0	7	7
N_LP.1656	1	6	7	0	7	7
N_LP.2390	3	4	7	0	7	7
N_LP.289	0	7	6	1	7	7
N_LP.297	5	2	0	7	7	7
N_LP.557	0	7	6	1	7	7
N_LP.637	1	6	7	0	7	7
N_LP.645	1	6	7	0	7	7
N_LP.659	0	7	6	1	7	7
N_LP.843	2	5	7	0	7	7
N_LP.564	3	4	7	0	7	7
N_LP.1102	4	3	0	7	7	7
N_LP.932	7	0	2	5	7	7
N_LP.1806	3	4	0	7	7	7
N_LP.1101	4	3	0	7	7	7
N_LP.1912	5	2	0	7	7	7
N_LP.563	3	4	0	7	7	7
N_LP.2141	3	4	7	0	7	7
N_LP.2403	2	5	0	7	7	7
P_LP.10	3	4	7	0	7	7
P_LP.100	2	5	7	0	7	7
P_LP.1014	0	7	3	4	7	7
N_LP.1233	4	3	7	0	7	7
N_LP.1036	4	3	7	0	7	7
N_LP.73	1	6	7	0	7	7
N_LP.853	1	6	7	0	7	7
N_LP.746	2	5	7	0	7	7
N_LP.77	0	7	5	2	7	7
N_LP.772	3	4	7	0	7	7
N_LP.779	3	4	7	0	7	7
N_LP.781	3	4	7	0	7	7
N_LP.787	3	4	7	0	7	7
N_LP.812	1	6	7	0	7	7
N_LP.821	0	7	5	2	7	7
N_LP.827	4	3	7	0	7	7
N_LP.841	2	5	7	0	7	7
N_LP.856	3	4	7	0	7	7
N_LP.103	1	6	0	7	7	7
N_LP.861	0	7	5	2	7	7
N_LP.870	0	7	6	1	7	7
N_LP.885	3	4	7	0	7	7
N_LP.897	4	3	7	0	7	7
N_LP.90	3	4	7	0	7	7
N_LP.919	0	7	3	4	7	7
N_LP.954	4	3	7	0	7	7
N_LP.96	2	5	7	0	7	7
N_LP.990	0	7	5	2	7	7
N_LP.996	1	6	7	0	7	7
P_LP.21	4	3	0	7	7	7
P_LP.2140	1	6	7	0	7	7
N_LP.2265	4	3	0	7	7	7
P_LP.514	1	6	7	0	7	7
P_LP.76	5	2	0	7	7	7
P_LP.777	5	2	0	7	7	7
P_LP.8	0	7	5	2	7	7
P_LP.804	2	5	7	0	7	7
P_LP.810	1	6	7	0	7	7
P_LP.82	3	4	7	0	7	7
P_LP.84	3	4	7	0	7	7
P_LP.857	3	4	7	0	7	7
P_LP.862	4	3	0	7	7	7
P_LP.887	3	4	7	0	7	7
P_LP.889	5	2	0	7	7	7
P_LP.890	4	3	0	7	7	7
P_LP.893	3	4	7	0	7	7
P_LP.895	2	5	7	0	7	7
P_LP.898	1	6	7	0	7	7
P_LP.9	4	3	0	7	7	7
P_LP.910	2	5	7	0	7	7
P_LP.916	3	4	7	0	7	7
P_LP.936	3	4	7	0	7	7
P_LP.968	1	6	7	0	7	7
P_LP.982	3	4	7	0	7	7
P_LP.1163	3	4	7	0	7	7
P_LP.1186	0	7	5	2	7	7
P_LP.741	3	4	7	0	7	7
P_LP.731	3	4	0	7	7	7
P_LP.728	1	6	7	0	7	7
P_LP.623	1	6	7	0	7	7
P_LP.55	2	5	7	0	7	7
P_LP.571	0	7	6	1	7	7
P_LP.574	3	4	7	0	7	7
P_LP.577	0	7	4	3	7	7
P_LP.594	0	7	2	5	7	7
P_LP.601	0	7	6	1	7	7
P_LP.604	4	3	0	7	7	7
P_LP.605	5	2	0	7	7	7
P_LP.608	0	7	7	0	7	7
P_LP.617	1	6	7	0	7	7
P_LP.630	5	2	0	7	7	7
P_LP.713	4	3	0	7	7	7
P_LP.637	3	4	7	0	7	7
P_LP.68	3	4	0	7	7	7
P_LP.682	5	2	0	7	7	7
P_LP.691	2	5	7	0	7	7
P_LP.694	4	3	7	0	7	7
P_LP.696	1	6	7	0	7	7
P_LP.697	2	5	7	0	7	7
P_LP.699	5	2	0	7	7	7
P_LP.70	3	4	0	7	7	7
P_LP.706	0	7	3	4	7	7
P_LP.1514	4	3	0	7	7	7
P_LP.1815	0	7	7	0	7	7
P_LP.1950	6	1	0	7	7	7
COG0038	0	7	5	2	7	7
P_LP.1704	2	5	0	7	7	7
P_LP.1895	4	3	0	7	7	7
P_LP.2385	4	3	0	7	7	7
P_LP.2571	2	5	7	0	7	7
COG0001	2	5	0	7	7	7
COG0009	4	3	7	0	7	7
COG0024	0	7	1	6	7	7
COG0029	3	4	7	0	7	7
COG0033	0	7	4	3	7	7
COG0035	0	7	3	4	7	7
COG0041	0	7	1	6	7	7
P_LP.903	5	2	0	7	7	7
COG0043	1	6	7	0	7	7
COG0045	1	6	7	0	7	7
COG0049	2	5	0	7	7	7
COG0051	0	7	5	2	7	7
COG0057	0	7	4	3	7	7
COG0058	4	3	0	7	7	7
COG0060	4	3	0	7	7	7
COG0064	0	7	3	4	7	7
COG0073	4	3	0	7	7	7
COG0083	0	7	6	1	7	7
P_LP.1412	0	7	5	2	7	7
P_LP.603	0	7	6	1	7	7
P_LP.1975	0	7	6	1	7	7
P_LP.568	0	7	5	2	7	7
P_LP.2342	0	7	7	0	7	7
P_LP.2393	1	6	7	0	7	7
P_LP.250	0	7	7	0	7	7
P_LP.2919	1	6	7	0	7	7
P_LP.3186	0	7	5	2	7	7
P_LP.3199	0	7	7	0	7	7
P_LP.3227	1	6	7	0	7	7
P_LP.3242	4	3	7	0	7	7
P_LP.3243	3	4	7	0	7	7
P_LP.562	0	7	1	6	7	7
P_LP.740	0	7	7	0	7	7
P_LP.3107	4	3	0	7	7	7
P_LP.786	1	6	7	0	7	7
P_LP.1211	5	2	0	7	7	7
P_LP.2476	6	1	0	7	7	7
P_LP.536	4	3	7	0	7	7
P_LP.678	4	3	7	0	7	7
P_LP.1198	4	3	0	7	7	7
P_LP.1536	7	0	2	5	7	7
P_LP.1919	3	4	0	7	7	7
P_LP.1987	6	1	0	7	7	7
P_LP.2039	3	4	0	7	7	7
P_LP.539	4	3	7	0	7	7
P_LP.51	4	3	7	0	7	7
P_LP.2162	5	2	0	7	7	7
P_LP.499	3	4	0	7	7	7
P_LP.2524	2	5	7	0	7	7
P_LP.2535	3	4	0	7	7	7
P_LP.2536	4	3	0	7	7	7
P_LP.2543	0	7	5	2	7	7
P_LP.2562	0	7	5	2	7	7
P_LP.2575	3	4	7	0	7	7
P_LP.2578	0	7	6	1	7	7
P_LP.2588	0	7	7	0	7	7
P_LP.2603	2	5	7	0	7	7
P_LP.2611	3	4	0	7	7	7
P_LP.2614	2	5	7	0	7	7
P_LP.2616	1	6	7	0	7	7
P_LP.2617	1	6	7	0	7	7
P_LP.2618	5	2	0	7	7	7
P_LP.2621	5	2	0	7	7	7
P_LP.2622	0	7	5	2	7	7
P_LP.2629	4	3	0	7	7	7
P_LP.2635	0	7	2	5	7	7
P_LP.2637	2	5	7	0	7	7
P_LP.2640	2	5	0	7	7	7
P_LP.2654	2	5	7	0	7	7
P_LP.2663	4	3	7	0	7	7
P_LP.2665	2	5	7	0	7	7
P_LP.2513	4	3	0	7	7	7
P_LP.2507	4	3	0	7	7	7
P_LP.2497	4	3	0	7	7	7
P_LP.2298	7	0	1	6	7	7
P_LP.2165	1	6	7	0	7	7
P_LP.22	0	7	5	2	7	7
P_LP.2202	1	6	7	0	7	7
P_LP.2205	5	2	7	0	7	7
P_LP.2218	0	7	6	1	7	7
P_LP.2229	3	4	7	0	7	7
P_LP.2236	3	4	0	7	7	7
P_LP.2241	4	3	0	7	7	7
P_LP.2265	0	7	5	2	7	7
P_LP.2296	3	4	7	0	7	7
P_LP.2307	2	5	7	0	7	7
P_LP.2483	5	2	0	7	7	7
P_LP.231	5	2	0	7	7	7
P_LP.2341	3	4	7	0	7	7
P_LP.2353	4	3	7	0	7	7
P_LP.2360	5	2	0	7	7	7
P_LP.2374	0	7	1	6	7	7
P_LP.239	0	7	5	2	7	7
P_LP.24	3	4	7	0	7	7
P_LP.242	0	7	5	2	7	7
P_LP.2445	4	3	0	7	7	7
P_LP.2454	1	6	7	0	7	7
P_LP.2676	1	6	7	0	7	7
P_LP.268	4	3	0	7	7	7
P_LP.2701	4	3	0	7	7	7
P_LP.322	1	6	7	0	7	7
P_LP.3123	0	7	5	2	7	7
P_LP.313	2	5	7	0	7	7
P_LP.3148	0	7	4	3	7	7
P_LP.315	0	7	6	1	7	7
P_LP.3150	4	3	0	7	7	7
P_LP.3153	0	7	5	2	7	7
